,tweet_text,sentiment,tweet_text_tokens
132,"@mention my line at work, when it's crazy.. I'm going to get a nice quiet job at the nuclear power plant..",2,"['line', 'work', 'crazy', 'Im', 'going', 'get', 'nice', 'quiet', 'job', 'nuclear', 'power', 'plant']"
133,@mention Nah man. It is the same thing with nuclear power supporters and NIMBYism. They support it so long as it doesn't relate to them.,2,"['Nah', 'man', 'thing', 'nuclear', 'power', 'supporters', 'NIMBYism', 'support', 'long', 'doesnt', 'relate']"
134,RT @mention Nation hit by A-bombs placed big bet on nuclear power {link},2,"['Nation', 'hit', 'Abombs', 'placed', 'big', 'bet', 'nuclear', 'power']"
135,RT @mention New nuclear power plants are just too expensive to build. See what Exelon's CEO says: {link},0,"['New', 'nuclear', 'power', 'plants', 'expensive', 'build', 'See', 'Exelons', 'CEO', 'says']"
136,"RT @mention NGOs, Academics Call For Abolition Of Nuclear Plants: Antinuclear nongovernmental organizations and academics ca... {link}",2,"['NGOs', 'Academics', 'Call', 'Abolition', 'Nuclear', 'Plants', 'Antinuclear', 'nongovernmental', 'organizations', 'academics', 'ca']"
137,RT @mention no-nukes-logo {link} via @mention,2,"['nonukeslogo', 'via']"
138,RT @mention Not only Japan but also the nuclear power plant all over the world has a lot of problems.Please save children and {link},0,"['Japan', 'also', 'nuclear', 'power', 'plant', 'world', 'lot', 'problemsPlease', 'save', 'children']"
139,RT @mention Now: No earthquake or tsunami damage reported at any nuclear power plants in Japan.,2,"['earthquake', 'tsunami', 'damage', 'reported', 'nuclear', 'power', 'plants', 'Japan']"
140,RT @mention Nuclear blog digest. RT @mention 65th Carnival of Nuclear Energy Bloggers is Up {link} #nuclear,2,"['Nuclear', 'blog', 'digest', 'th', 'Carnival', 'Nuclear', 'Energy', 'Bloggers', 'nuclear']"
141,"RT @mention Nuclear energy declines while greener energy emerges. If you're in Arizona, we're talkin' to you! {link}",2,"['Nuclear', 'energy', 'declines', 'greener', 'energy', 'emerges', 'youre', 'Arizona', 'talkin']"
142,RT @mention Nuclear energy is a hell of a way to boil water&quot; Albert Einstein...&#12300;&#21407;&#23376;&#21147;&#12399;&#28271;&#12434;&#27832;&#12363;&#12377;&#26041;&#27861;&#12398;&#22320;&#29508;&#12391;&#12377;&#12301;&#12450;&#12523;&#12496;&#12540;&#12488;&#12539;&#12450;&#12452;&#12531;&#12471;&#12517;&#12479;&#12452;&#12531; (exite&#32763;&#35379;)&#12290;&#22320;&#29508;&#12384;&#12424;&#65281;&#12504;&#12523;&#65281;&#22320;&#29508;&#12398;&#28271;&#27832;&#12363;&#12375;&#22120;&#65281;&#12450;&#12507;&#65281;,2,"['Nuclear', 'energy', 'hell', 'way', 'boil', 'water']"
143,"RT @mention Nuclear energy is a very expensive and dangerous way to boil water. What's more, when it screws up the earth is uninhabitable for humans.",0,"['Nuclear', 'energy', 'expensive', 'dangerous', 'way', 'boil', 'water', 'Whats', 'screws', 'earth', 'uninhabitable', 'humans']"
144,"RT @mention Nuclear energy, capitalism and communism | International ... {link}",2,"['Nuclear', 'energy', 'capitalism', 'communism', 'International']"
145,"RT @mention Nuclear Energy. Clean for now, death to the planet and all of our future generations. Nice work!",0,"['Nuclear', 'Energy', 'Clean', 'death', 'planet', 'future', 'generations', 'Nice', 'work']"
146,"RT @mention Nuclear Power after Fukushima: It is, still, the energy of the future (Reprint of article fm Jun 20 National Review) {link}",2,"['Nuclear', 'Power', 'Fukushima', 'still', 'energy', 'future', 'Reprint', 'article', 'fm', 'Jun', 'National', 'Review']"
147,@mention nuclear power is in the best interest of the future of Saskatchewan...we are a world leader in #uranium #backwards #hypocrite,2,"['nuclear', 'power', 'best', 'interest', 'future', 'Saskatchewanwe', 'world', 'leader', 'uranium', 'backwards', 'hypocrite']"
148,RT @mention Nuclear power plant #construction spending approved at Vogtle site in GA {link} From @mention,2,"['Nuclear', 'power', 'plant', 'construction', 'spending', 'approved', 'Vogtle', 'site', 'GA']"
149,"@mention Nuclear power, zealous protectionism, arms (ironically!), horses, frogs, snails, sparrows, otters, voles, topless birds...",2,"['Nuclear', 'power', 'zealous', 'protectionism', 'arms', 'ironically', 'horses', 'frogs', 'snails', 'sparrows', 'otters', 'voles', 'topless', 'birds']"
150,"RT @mention NY Times: German Chancellor Merkel white washes her abrupt, politically expedient U-turn on #nuclear energy. {link}",2,"['NY', 'Times', 'German', 'Chancellor', 'Merkel', 'white', 'washes', 'abrupt', 'politically', 'expedient', 'Uturn', 'nuclear', 'energy']"
151,@mention or New Green Energy: Nuclear Energy for the 21st Century,2,"['New', 'Green', 'Energy', 'Nuclear', 'Energy', 'st', 'Century']"
152,RT @mention Progress report on #Fukushima Daiichi {link} #nuclear #energy,2,"['Progress', 'report', 'Fukushima', 'Daiichi', 'nuclear', 'energy']"
153,"RT @mention Protect Yourself From Nuclear Power Plant Radiation, Plan an evacuation route, Know the Safe zones {link}",2,"['Protect', 'Nuclear', 'Power', 'Plant', 'Radiation', 'Plan', 'evacuation', 'route', 'Know', 'Safe', 'zones']"
154,RT @mention Public Support for Nuclear Energy Remains Strong {link},2,"['Public', 'Support', 'Nuclear', 'Energy', 'Remains', 'Strong']"
155,"RT @mention Quote of the Day: In Florida, we cannot afford the consequences of not including nuclear power ... {link} #nuclear #energy",1,"['Quote', 'Day', 'Florida', 'cannot', 'afford', 'consequences', 'including', 'nuclear', 'power', 'nuclear', 'energy']"
156,RT @mention Radioactive Leak at Fort Calhoun Nuclear Power Station | Nuclear ...: Radioactive Leak at Fort Calhoun Nuclear P... {link},2,"['Radioactive', 'Leak', 'Fort', 'Calhoun', 'Nuclear', 'Power', 'Station', 'Nuclear', 'Radioactive', 'Leak', 'Fort', 'Calhoun', 'Nuclear', 'P']"
157,RT @mention Random #garmentcare fact: did you know that HEPA filters were designed for nuclear power plants?,2,"['Random', 'garmentcare', 'fact', 'know', 'HEPA', 'filters', 'designed', 'nuclear', 'power', 'plants']"
158,RT @mention Reading: #China•_Õs #Nuclear Power Plans Unfazed by Fukushima #Disaster @mention {link} similar to our: {link},2,"['Reading', 'China•Õs', 'Nuclear', 'Power', 'Plans', 'Unfazed', 'Fukushima', 'Disaster']"
159,RT @mention Remember there were two or three American Nuclear power plants under water or leaking? Where is the news coverage? #blackout #corruptmedia,2,"['Remember', 'two', 'three', 'American', 'Nuclear', 'power', 'plants', 'water', 'leaking', 'news', 'coverage', 'blackout', 'corruptmedia']"
160,"@mention report, 'Laser Advances in Nuclear Fuel Stir Terror Fear,&quot; proves we can't divorce nuclear energy from nonproliferation discussions",2,"['report', 'Laser', 'Advances', 'Nuclear', 'Fuel', 'Stir', 'Terror', 'Fear', 'proves', 'cant', 'divorce', 'nuclear', 'energy', 'nonproliferation', 'discussions']"
161,RT @mention Reporting from the grounds of Fukushima Daiichi Nuclear Power Station {link},2,"['Reporting', 'grounds', 'Fukushima', 'Daiichi', 'Nuclear', 'Power', 'Station']"
162,"@mention rolling back regulations? Is that because we should trust wallstreet the oil ,nuclear energy corps to do the right thing?",2,"['rolling', 'back', 'regulations', 'trust', 'wallstreet', 'oil', 'nuclear', 'energy', 'corps', 'right', 'thing']"
163,RT @mention RT @mention 66th Carnival of Nuclear Energy Bloggers online now at ANS #Nuclear Cafe {link},2,"['th', 'Carnival', 'Nuclear', 'Energy', 'Bloggers', 'online', 'ANS', 'Nuclear', 'Cafe']"
164,RT @mention RT @mention Progress report on #Fukushima Daiichi {link} #nuclear #energy,2,"['Progress', 'report', 'Fukushima', 'Daiichi', 'nuclear', 'energy']"
165,RT @mention RT•_Ò@mention Report: Ground Under Fukushima Plant Cracking &amp; Venting Radioactive Steam {link} &quot;abandon nuclear power altogether&quot;,0,"['•Ò', 'Report', 'Ground', 'Fukushima', 'Plant', 'Cracking']"
166,RT @mention Russia in talks to build MORE nuclear power plants in Iran... Magog and Persia doing what comes naturally...,2,"['Russia', 'talks', 'build', 'nuclear', 'power', 'plants', 'Iran', 'Magog', 'Persia', 'comes', 'naturally']"
167,RT @mention Russia proposed cooperating w IR on building new nuclear power plants; Iran's nuclear chief says; PressTV {link},2,"['Russia', 'proposed', 'cooperating', 'w', 'IR', 'building', 'new', 'nuclear', 'power', 'plants', 'Irans', 'nuclear', 'chief', 'says', 'PressTV']"
168,RT @mention Saudi Arabia boosts its nuclear energy ambitions {link} #nuclear &lt; This disturbs me. Women can't drive there.,0,"['Saudi', 'Arabia', 'boosts', 'nuclear', 'energy', 'ambitions', 'nuclear', 'disturbs', 'Women', 'cant', 'drive']"
169,RT @mention Saudi Arabia•_Õs Nuclear Energy Ambitions: Filed under: Energy News {link},2,"['Saudi', 'Arabia•Õs', 'Nuclear', 'Energy', 'Ambitions', 'Filed', 'Energy', 'News']"
170,"RT @mention Science Saturday: Nuclear energy, melting ice caps, and human adaptation {link}",2,"['Science', 'Saturday', 'Nuclear', 'energy', 'melting', 'ice', 'caps', 'human', 'adaptation']"
171,"RT @mention Science Saturday: Nuclear Energy, Melting Ice Caps, And Human Adaptation: I was on Bloggingheads.tv Science Satu... {link}",2,"['Science', 'Saturday', 'Nuclear', 'Energy', 'Melting', 'Ice', 'Caps', 'Human', 'Adaptation', 'Bloggingheadstv', 'Science', 'Satu']"
172,RT @mention Should nuclear power be feared? Or more understood? {link} #Fukushima #energy #Germany #Japan #orcot,2,"['nuclear', 'power', 'feared', 'understood', 'Fukushima', 'energy', 'Germany', 'Japan', 'orcot']"
173,RT @mention Slovenia's nuclear power plant in Krsko - @mention News {link},2,"['Slovenias', 'nuclear', 'power', 'plant', 'Krsko', 'News']"
174,"RT @mention Smart, important post. RT @mention Studying radioactive sulfur from Fukushima isn't about nuclear power. It's about coal. bit.ly/r2KcaI",2,"['Smart', 'important', 'post', 'Studying', 'radioactive', 'sulfur', 'Fukushima', 'isnt', 'nuclear', 'power', 'coal', 'bitlyrKcaI']"
175,@mention Sounds good. And agreed on the boats. Larger keepout zone this time due to nuclear power source.,2,"['Sounds', 'good', 'agreed', 'boats', 'Larger', 'keepout', 'zone', 'time', 'due', 'nuclear', 'power', 'source']"
176,RT @mention SPOTLIGHT: U.S. Nuclear Safety is as Nuclear Safety Does: Multiple strengthening grids integral... {link} #nuclear #energy,2,"['SPOTLIGHT', 'US', 'Nuclear', 'Safety', 'Nuclear', 'Safety', 'Multiple', 'strengthening', 'grids', 'integral', 'nuclear', 'energy']"
177,@mention still more people than have ever died due to nuclear power in the US,0,"['still', 'people', 'ever', 'died', 'due', 'nuclear', 'power', 'US']"
178,"RT @mention Stop talking,start building nuclear power plants,oil drilling,get a patriot in charge,this verbal muslim/lib diarrhea has gone far enough!",2,"['Stop', 'talkingstart', 'building', 'nuclear', 'power', 'plantsoil', 'drillingget', 'patriot', 'chargethis', 'verbal', 'muslimlib', 'diarrhea', 'gone', 'far', 'enough']"
179,RT @mention Studying radioactive sulfur from Fukushima isn't about nuclear power. It's about coal. {link},2,"['Studying', 'radioactive', 'sulfur', 'Fukushima', 'isnt', 'nuclear', 'power', 'coal']"
180,"@mention Tainted food, bribery, issues with nuclear power...it's like you saw Japan's future Will there be a quake in a future book too?",2,"['Tainted', 'food', 'bribery', 'issues', 'nuclear', 'powerits', 'like', 'saw', 'Japans', 'future', 'quake', 'future', 'book']"
181,@mention That would be nice. &quot;Health and Safety Conciderations: Fukushima Nuclear Power Plant Workers at Risk of Heat-Realted Illness&quot;,0,"['would', 'nice']"
182,RT @mention The 65th Carnival of Pro Nuclear blogs (and podcasts) is up at NEI Nuclear Notes. Find out what the nukes are saying {link},2,"['th', 'Carnival', 'Pro', 'Nuclear', 'blogs', 'podcasts', 'NEI', 'Nuclear', 'Notes', 'Find', 'nukes', 'saying']"
183,"RT @mention The cement engulfed his organs, muscles and skin, everything except his heart, a heart forged with nuclear power. He became a man of stone.",2,"['cement', 'engulfed', 'organs', 'muscles', 'skin', 'everything', 'except', 'heart', 'heart', 'forged', 'nuclear', 'power', 'became', 'man', 'stone']"
184,@mention The drinking bird was predisposed venting gas at the Springfield Nuclear Power Plant.,2,"['drinking', 'bird', 'predisposed', 'venting', 'gas', 'Springfield', 'Nuclear', 'Power', 'Plant']"
185,RT @mention The First Nuclear Reactor Since The Fukushima's Accident Is Reactivated.: The reactivation is featuring for firs... {link},2,"['First', 'Nuclear', 'Reactor', 'Since', 'Fukushimas', 'Accident', 'Reactivated', 'reactivation', 'featuring', 'firs']"
186,RT @mention The government plans to rent all land owned by residents in parts of no-entry zone of Fukushima nuclear power plant. {link},2,"['government', 'plans', 'rent', 'land', 'owned', 'residents', 'parts', 'noentry', 'zone', 'Fukushima', 'nuclear', 'power', 'plant']"
187,RT @mention The Hindu : News / National : Nuclear energy will play important role: Manmohan: {link} {link},2,"['Hindu', 'News', 'National', 'Nuclear', 'energy', 'play', 'important', 'role', 'Manmohan']"
188,RT @mention THE NUCLEAR ENERGY OPTION. The famous book of Prof. L.B. Cohen is free {link},2,"['NUCLEAR', 'ENERGY', 'OPTION', 'famous', 'book', 'Prof', 'LB', 'Cohen', 'free']"
189,RT @mention The US #nuclear industry is taking 7 steps to reconfirm safety &amp; emergency preparedness at nuclear plants. Learn more: {link},2,"['US', 'nuclear', 'industry', 'taking', 'steps', 'reconfirm', 'safety', 'emergency', 'preparedness', 'nuclear', 'plants', 'Learn']"
